"cpc_subclass"	"cpc_subclass_title"	"cpc_group"	"cpc_group_title"	"cpc_class"	"cpc_class_title"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/04"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/041"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-preventing or limiting side-play of implements "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/0415"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-preventing or limiting side-play of implements -by hydraulic or pneumatic means acting on the lower draft links"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/042"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-having pulling means arranged on the rear part of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/043"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-having pulling means arranged on the rear part of the tractor-supported at three points, e.g. by quick-release couplings "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/044"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-having pulling means arranged on the middle part of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/046"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-having pulling or pushing means arranged on the side of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/048"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines pulled or pushed by a tractor-having pulling or pushing means arranged on the front part of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/06"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/061"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-specially adapted for enabling connection or disconnection controlled from the driver's seat "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/062"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-specially adapted for enabling connection or disconnection controlled from the driver's seat -the connection comprising a rigid interface frame on the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/063"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-specially adapted for enabling connection or disconnection controlled from the driver's seat -the connection comprising longitudinally oriented tang-and-sheath elements"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/064"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-for connection to the front of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/065"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-for ploughs or like implements "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/066"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-of the type comprising at least two lower arms and one upper arm generally arranged in a triangle (e.g. three-point hitches)"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/067"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-of the type comprising at least two lower arms and one upper arm generally arranged in a triangle (e.g. three-point hitches)-the lower arms being lifted or lowered by power actuator means internally incorporated in the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/068"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-of the type comprising at least two lower arms and one upper arm generally arranged in a triangle (e.g. three-point hitches)-the lower arms being lifted or lowered by power actuator means provided externally on the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B59/069"	"Devices specially adapted for connection between animals or tractors and agricultural machines or implements -for machines mounted on tractors-with means for weighing the implement"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/00"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/02"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the coupling devices between tractor and machine"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/025"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the coupling devices between tractor and machine-the driving connections"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/04"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the connection between tools and carrier beam or frame"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/042"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the connection between tools and carrier beam or frame-with shearing devices"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/044"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the connection between tools and carrier beam or frame-the connection enabling a yielding pivoting movement around a substantially horizontal and transverse axis"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/046"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the connection between tools and carrier beam or frame-the connection enabling a yielding pivoting movement around a substantially horizontal and transverse axis-the device including an energy accumulator for restoring the tool to its working position"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B61/048"	"Devices for, or parts of, agricultural machines or implements for preventing overstrain -of the connection between tools and carrier beam or frame-the connection enabling a yielding pivoting movement around a substantially horizontal and transverse axis-the device including an energy accumulator for restoring the tool to its working position-the connection or the energy accumulator being active in two opposite directions, e.g. for reversible plows"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/00"	"Lifting or adjusting devices or arrangements for agricultural machines or implements "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/002"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -Devices for adjusting or regulating the position of tools or wheels "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/004"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -Devices for adjusting or regulating the position of tools or wheels -Lateral adjustment of tools"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/006"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -Devices for adjusting or regulating the position of tools or wheels -Lateral adjustment of wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/008"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -Devices for adjusting or regulating the position of tools or wheels -Vertical adjustment of tools "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/02"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/023"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-Lateral adjustment of their tools"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/026"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-Lateral adjustment of their wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/04"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-Hand devices; Hand devices with mechanical accumulators, e.g. springs"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/045"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-Hand devices; Hand devices with mechanical accumulators, e.g. springs-for vertically adjusting wheels or similar rotary supporting elements"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/06"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated mechanically by tractor motor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/08"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by the movement of the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/10"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1006"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-the hydraulic or pneumatic means structurally belonging to the tractor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1013"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-the hydraulic or pneumatic means structurally belonging to the tractor-and being located inside the tractor body"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/102"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-characterised by the location of the mounting on the tractor, e.g. on the rear part"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/104"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-characterised by the location of the mounting on the tractor, e.g. on the rear part-on the middle part, i.e. between front and rear wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/106"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-characterised by the location of the mounting on the tractor, e.g. on the rear part-on the side"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/108"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-characterised by the location of the mounting on the tractor, e.g. on the rear part-on the front part"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/11"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-for controlling weight transfer between implements and tractor wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/111"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1112"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-using a non-tactile ground distance measurement, e.g. using reflection of waves"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1115"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-using a mechanical ground contact sensor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1117"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-using a hitch position sensor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/112"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-to control draught load, i.e. tractive force"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/114"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-to achieve a constant working depth"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/1145"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-regulating working depth of implements-to achieve a constant working depth-for controlling weight transfer between implements and tractor wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/118"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by hydraulic or pneumatic means-Mounting implements on power-lift linkages "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/12"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements mounted on tractors-operated by an electric motor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/14"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/145"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors-for controlling weight transfer between implements and tractor wheels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/16"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors-with wheels adjustable relatively to the frame"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/163"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors-with wheels adjustable relatively to the frame-laterally adjustable"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/166"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors-with wheels adjustable relatively to the frame-manually adjustable"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01B"	"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL "	"A01B63/18"	"Lifting or adjusting devices or arrangements for agricultural machines or implements -for implements drawn by animals or tractors-with wheels adjustable relatively to the frame-with clutch between Z-type axle and wheel"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
